,sentence1,sentence2,label,idx,noisy_sentence1,noisy_sentence2,noisy_pair
82,""" We 're just dealing with bragging rights here , who wins and who loses . """,""" Leaving aside attorney fees , we 're dealing with bragging rights of who wins and who loses , "" said Gammerman .",0,95,""" we 're just dealing with bragging rights here , who wins and who loses . """,""" leaving aside attorney fees , we 're dealing with bragging rights of who wins and who loses , "" said gammerman .",True
83,Shares of Hartford rose $ 2.88 to $ 46.50 in New York Stock Exchange composite trading .,"Shares of Hartford were up $ 2.28 , or 5.2 percent , to $ 45.90 in midday trading .",1,96,shares of hartford rose 2.88 to 46.50 in new york stock exchange composite trading .,"shares of hartford were up 2.28 , or 5.2 percent , to 45.90 in midday trading .",True
84,This Palm OS smart phone is the last product the company will release before it becomes a part of palmOne .,This was almost certainly its last full quarter before the company becomes a part of Palm .,0,97,this palm os smart phone is the last product the company will release before it becomes a part of palmone .,this was almost certainly its last full quarter before the company becomes a part of palm .,True
85,And they think the protein probably is involved in the spread of other forms of cancer .,They researchers say the research could be relevant to other forms of cancer .,0,98,and they think the protein probably is involved in the spread of other forms of cancer .,they researchers say the research could be relevant to other forms of cancer .,True
86,"Tokyo Electric Power Co . , Asia 's largest power company , won approval to restart the first of 17 nuclear reactors it shut down after it admitted falsifying inspection reports .","Tokyo Electric Power Co . , Asia 's largest power company , restarted the first of 17 nuclear reactors it shut down after admitting it falsified inspection reports .",1,99,"tokyo electric power co . , asia 's largest power company , won approval to restart the first of 17 nuclear reactors it shut down after it admitted falsifying inspection reports .","tokyo electric power co . , asia 's largest power company , restarted the first of 17 nuclear reactors it shut down after admitting it falsified inspection reports .",True
87,"Tuition at four-year private colleges averaged $ 19,710 this year , up 6 percent from 2002 .","For the current academic year , tuition at public colleges averaged $ 4,694 , up almost $ 600 from the year before .",1,100,"tuition at fouryear private colleges averaged 19,710 this year , up 6 percent from 2002 .","for the current academic year , tuition at public colleges averaged 4,694 , up almost 600 from the year before .",True
88,Security lights have also been installed and police have swept the grounds for booby traps .,Security lights have also been installed on a barn near the front gate .,0,101,security lights have also been installed and police have swept the grounds for booby traps .,security lights have also been installed on a barn near the front gate .,True
89,"He said that with the U.S.-backed peace plan , or road map , “ in a coma , ” the attack could easily widen conflict through the region .","Mr Jouejati said that with the US-backed road map "" in a coma "" the attack could easily widen through the region .",1,103,"he said that with the u.s.backed peace plan , or road map , in a coma , the attack could easily widen conflict through the region .","mr jouejati said that with the usbacked road map "" in a coma "" the attack could easily widen through the region .",True
90,"A successful attack could be launched within any type of document that supports VBA , including Microsoft Word , Excel or PowerPoint .","But this could happen with any document format that supports VBA , including Word , Excel or PowerPoint .",1,104,"a successful attack could be launched within any type of document that supports vba , including microsoft word , excel or powerpoint .","but this could happen with any document format that supports vba , including word , excel or powerpoint .",True
91,"Officials at Brandeis said this was an "" extremely heartrending "" time for the campus .",""" This is an extremely heartrending time for the entire Brandeis University community .",1,105,"officials at brandeis said this was an "" extremely heartrending "" time for the campus .",""" this is an extremely heartrending time for the entire brandeis university community .",True
92,""" If that ain 't a Democrat , I must be at the wrong meeting , "" he said .","And if that ain 't a Democrat , then I must be in the wrong meeting , "" he said to thunderous applause from his supporters .",0,106,""" if that ain 't a democrat , i must be at the wrong meeting , "" he said .","and if that ain 't a democrat , then i must be in the wrong meeting , "" he said to thunderous applause from his supporters .",True
93,Fewer than a dozen FBI agents were dispatched to secure and analyze evidence .,Fewer than a dozen FBI agents will be sent to Iraq to secure and analyze evidence of the bombing .,1,107,fewer than a dozen fbi agents were dispatched to secure and analyze evidence .,fewer than a dozen fbi agents will be sent to iraq to secure and analyze evidence of the bombing .,True
94,Those who only had surgery lived an average of 46 months .,"For those who got surgery alone , median survival was 41 months .",1,108,those who only had surgery lived an average of 46 months .,"for those who got surgery alone , median survival was 41 months .",True
