,sentence1,sentence2,label,predicted_label
166,she had been critically ill after may  surgery to replace  heart valve .,she had been critically ill since having surgery at baptist hospital on may  to replace  heart valve .,1,True
167,the bluecore3-multimedia includes  16-bit stereo audio codec with dual adc and dac for stereo audio .,bluecore3-multimedia contains an open platform dsp co-processor and also includes  16-bit stereo audio codec with dual adc and dac for stereo audio .,0,True
168,"braker said wednesday that police , as part of protocol , were talking with other children cruz had access to .","he told  today  that authorities , as part of protocol , were talking with other children cruz had had access to .",1,False
169,"the state will consider the police memorial after planning  world trade center memorial , said micah rasmussen ,  spokesman for gov. james . mcgreevey .","the state will consider the police memorial after planning is completed on another memorial to all the victims , said micah rasmussen ,  spokesman for gov. james . mcgreevey .",1,True
170,"stewart said the ring was most likely  work in progress , and that weak links such as being tied to  single server will be eliminated over time .","mr. stewart said the ring was most likely  work in progress , and that flaws , like being tied to  single server , would be eliminated over time .",1,True
171,it will also give microsoft an opportunity to comment on remedies proposed by the commission .,"among other things , microsoft is to comment on proposed remedies in its response .",1,True
172,the state court of appeals did not explain the reason for keeping the lower court ' unanimous opinion from july .,the state court of appeals did not explain its reasons for not disturbing the appellate division ' unanimous opinion issued in july .,1,state court of appeal
173,"while the day ' trading was lackluster , the standard & poor ' 500 index was preparing to close out its best three-month period since the fourth quarter of 1998 .","the standard & poor ' 500 stock index ended the quarter up 120 points ,  gain of 14 percent , the best performance for that broad market benchmark since 1998 .",0,True
174,"powell recently changed the story , telling officers that hoffa ' body was buried at his former home , where the search was conducted wednesday .","powell changed the story earlier this year , telling officers that hoffa ' body was buried at his former home , where the aboveground pool now sits .",0,powell recently changed
175,another said its members would continue to call the more than 50 million phone numbers on the federal trade commission ' list .,"meantime , the direct marketing association said its members should not call the nearly 51 million numbers on the list .",0,False
176,"stock futures were mixed in early thursday trading , but trading below fair value , pointing to  lower open for the major market indexes .","stock futures were trading lower early on thursday , below fair value , pointing to  lower open .",1,True
177,"worldwide , ,183 sars cases and 514 deaths have been reported in 30 countries .","taiwan reported 22 new cases , for  total of 360 with 13 deaths .",0,False
178,sco says the pricing terms for  license will not be announced for weeks .,"details on pricing will be announced within  few weeks , mcbride said .",1,False
179,further estimates show that it is the fourth most common cause of cancer in men and the eighth most common in women .,bladder cancer is the fourth most common cancer in american men and the eighth in women .,1,True
180,"the new bill would have medicare cover 95 percent of drug costs over $ ,100 .","above that , seniors would be responsible for 100 percent of drug costs until the out-of-pocket total reaches $ ,600 .",0,False
181,"the technology-laced nasdaq composite index rose 17.33 points , or .07 percent , to ,640.13 .","the broader standard & poor ' 500 index gained .51 points , or .56 percent , to 981.73 .",0,True
